"listCategory","listName","ensembl_gene_id","plotName"
"Basic","main.ribo","ENSMUSG00000000740","Rpl13"
"Basic","main.ribo","ENSMUSG00000001305","Rrp15"
"Basic","main.ribo","ENSMUSG00000002500","Rpl3l"
"Basic","main.ribo","ENSMUSG00000003429","Rps11"
"Basic","main.ribo","ENSMUSG00000003644","Rps6ka1"
"Basic","main.ribo","ENSMUSG00000003970","Rpl8"
"Basic","main.ribo","ENSMUSG00000004896","Rrnad1"
"Basic","main.ribo","ENSMUSG00000005846","Rsl1d1"
"Basic","main.ribo","ENSMUSG00000006333","Rps9"
"Basic","main.ribo","ENSMUSG00000007892","Rplp1"
"Basic","main.ribo","ENSMUSG00000008668","Rps18"
"Basic","main.ribo","ENSMUSG00000008682","Rpl10"
"Basic","main.ribo","ENSMUSG00000008683","Rps15a"
"Basic","main.ribo","ENSMUSG00000009927","Rps25"
"Basic","main.ribo","ENSMUSG00000012405","Rpl15"
"Basic","main.ribo","ENSMUSG00000012848","Rps5"
"Basic","main.ribo","ENSMUSG00000015126","Tsr3"
"Basic","main.ribo","ENSMUSG00000017404","Rpl19"
"Basic","main.ribo","ENSMUSG00000018040","Rrp7a"
"Basic","main.ribo","ENSMUSG00000019235","Rps6kl1"
"Basic","main.ribo","ENSMUSG00000020460","Rps27a"
"Basic","main.ribo","ENSMUSG00000020516","Rps6kb1"
"Basic","main.ribo","ENSMUSG00000021180","Rps6ka5"
"Basic","main.ribo","ENSMUSG00000021631","Mrps36-ps1"
"Basic","main.ribo","ENSMUSG00000022247","Brix1"
"Basic","main.ribo","ENSMUSG00000022748","Cmss1"
"Basic","main.ribo","ENSMUSG00000023809","Rps6ka2"
"Basic","main.ribo","ENSMUSG00000023971","Rrp36"
"Basic","main.ribo","ENSMUSG00000024205","Rpl36-ps2"
"Basic","main.ribo","ENSMUSG00000024570","Rbfa"
"Basic","main.ribo","ENSMUSG00000024608","Rps14"
"Basic","main.ribo","ENSMUSG00000024830","Rps6kb2"
"Basic","main.ribo","ENSMUSG00000024952","Rps6ka4"
"Basic","main.ribo","ENSMUSG00000025264","Tsr2"
"Basic","main.ribo","ENSMUSG00000025290","Rps24"
"Basic","main.ribo","ENSMUSG00000025362","Rps26"
"Basic","main.ribo","ENSMUSG00000025508","Rplp2"
"Basic","main.ribo","ENSMUSG00000025665","Rps6ka6"
"Basic","main.ribo","ENSMUSG00000025794","Rpl14"
"Basic","main.ribo","ENSMUSG00000027422","Rrbp1"
"Basic","main.ribo","ENSMUSG00000028081","Rps3a1"
"Basic","main.ribo","ENSMUSG00000028187","Rpf1"
"Basic","main.ribo","ENSMUSG00000028234","Rps20"
"Basic","main.ribo","ENSMUSG00000028495","Rps6"
"Basic","main.ribo","ENSMUSG00000028936","Rpl22"
"Basic","main.ribo","ENSMUSG00000029614","Rpl6"
"Basic","main.ribo","ENSMUSG00000030138","Bms1"
"Basic","main.ribo","ENSMUSG00000030432","Rpl28"
"Basic","main.ribo","ENSMUSG00000030744","Rps3"
"Basic","main.ribo","ENSMUSG00000030888","Rrp8"
"Basic","main.ribo","ENSMUSG00000031309","Rps6ka3"
"Basic","main.ribo","ENSMUSG00000031320","Rps4x"
"Basic","main.ribo","ENSMUSG00000031976","Urb2"
"Basic","main.ribo","ENSMUSG00000032215","Rsl24d1"
"Basic","main.ribo","ENSMUSG00000032399","Rpl4"
"Basic","main.ribo","ENSMUSG00000032518","Rpsa"
"Basic","main.ribo","ENSMUSG00000034892","Rps29"
"Basic","main.ribo","ENSMUSG00000035049","Rrp12"
"Basic","main.ribo","ENSMUSG00000036305","Rpl39-ps"
"Basic","main.ribo","ENSMUSG00000036781","Rps27l"
"Basic","main.ribo","ENSMUSG00000037563","Rps16"
"Basic","main.ribo","ENSMUSG00000037805","Rpl10a"
"Basic","main.ribo","ENSMUSG00000038335","Tsr1"
"Basic","main.ribo","ENSMUSG00000038510","Rpf2"
"Basic","main.ribo","ENSMUSG00000038900","Rpl12"
"Basic","main.ribo","ENSMUSG00000039001","Rps21"
"Basic","main.ribo","ENSMUSG00000039209","Rpl39l"
"Basic","main.ribo","ENSMUSG00000039221","Rpl22l1"
"Basic","main.ribo","ENSMUSG00000039929","Urb1"
"Basic","main.ribo","ENSMUSG00000040649","Rimklb"
"Basic","main.ribo","ENSMUSG00000040952","Rps19"
"Basic","main.ribo","ENSMUSG00000041453","Rpl21"
"Basic","main.ribo","ENSMUSG00000041841","Rpl37"
"Basic","main.ribo","ENSMUSG00000043716","Rpl7"
"Basic","main.ribo","ENSMUSG00000044533","Rps2"
"Basic","main.ribo","ENSMUSG00000045055","Rpsa-ps2"
"Basic","main.ribo","ENSMUSG00000045128","Rpl18a"
"Basic","main.ribo","ENSMUSG00000045624","Esf1"
"Basic","main.ribo","ENSMUSG00000046330","Rpl37a"
"Basic","main.ribo","ENSMUSG00000046364","Rpl27a"
"Basic","main.ribo","ENSMUSG00000046411","Rps4l-ps"
"Basic","main.ribo","ENSMUSG00000046620","Rps11-ps4"
"Basic","main.ribo","ENSMUSG00000046721","Rpl14-ps1"
"Basic","main.ribo","ENSMUSG00000046756","Mrps7"
"Basic","main.ribo","ENSMUSG00000047215","Rpl9"
"Basic","main.ribo","ENSMUSG00000047675","Rps8"
"Basic","main.ribo","ENSMUSG00000047676","Rpsa-ps10"
"Basic","main.ribo","ENSMUSG00000047965","Rpl9-ps7"
"Basic","main.ribo","ENSMUSG00000048758","Rpl29"
"Basic","main.ribo","ENSMUSG00000048899","Rimkla"
"Basic","main.ribo","ENSMUSG00000049517","Rps23"
"Basic","main.ribo","ENSMUSG00000049751","Rpl36al"
"Basic","main.ribo","ENSMUSG00000050621","Rps27rt"
"Basic","main.ribo","ENSMUSG00000051518","Rps19bp1"
"Basic","main.ribo","ENSMUSG00000051723","Rpl31-ps13"
"Basic","main.ribo","ENSMUSG00000052146","Rps10"
"Basic","main.ribo","ENSMUSG00000053173","Rpl18-ps2"
"Basic","main.ribo","ENSMUSG00000056772","Rps6-ps2"
"Basic","main.ribo","ENSMUSG00000056777","Rpl21-ps13"
"Basic","main.ribo","ENSMUSG00000056877","Rps15a-ps1"
"Basic","main.ribo","ENSMUSG00000057322","Rpl38"
"Basic","main.ribo","ENSMUSG00000057370","Rpl21-ps12"
"Basic","main.ribo","ENSMUSG00000057657","Rps18-ps3"
"Basic","main.ribo","ENSMUSG00000057696","Rpl30-ps1"
"Basic","main.ribo","ENSMUSG00000057841","Rpl32"
"Basic","main.ribo","ENSMUSG00000057863","Rpl36"
"Basic","main.ribo","ENSMUSG00000058392","Rrp1b"
"Basic","main.ribo","ENSMUSG00000058430","Rpl27a-ps2"
"Basic","main.ribo","ENSMUSG00000058443","Rpl10-ps3"
"Basic","main.ribo","ENSMUSG00000058546","Rpl23a"
"Basic","main.ribo","ENSMUSG00000058558","Rpl5"
"Basic","main.ribo","ENSMUSG00000058600","Rpl30"
"Basic","main.ribo","ENSMUSG00000058603","Rpl28-ps1"
"Basic","main.ribo","ENSMUSG00000058607","Rpl31-ps20"
"Basic","main.ribo","ENSMUSG00000058838","Rps27a-ps2"
"Basic","main.ribo","ENSMUSG00000059033","Rpl18a-ps1"
"Basic","main.ribo","ENSMUSG00000059070","Rpl18"
"Basic","main.ribo","ENSMUSG00000059150","Rpl26-ps4"
"Basic","main.ribo","ENSMUSG00000059291","Rpl11"
"Basic","main.ribo","ENSMUSG00000059751","Rps3a3"
"Basic","main.ribo","ENSMUSG00000059775","Rps26-ps1"
"Basic","main.ribo","ENSMUSG00000059835","Rpl13-ps3"
"Basic","main.ribo","ENSMUSG00000059912","Rpl21-ps6"
"Basic","main.ribo","ENSMUSG00000060036","Rpl3"
"Basic","main.ribo","ENSMUSG00000060377","Rpl36a-ps1"
"Basic","main.ribo","ENSMUSG00000060419","Rps16-ps2"
"Basic","main.ribo","ENSMUSG00000060438","Rps10-ps1"
"Basic","main.ribo","ENSMUSG00000060499","Rpl10l"
"Basic","main.ribo","ENSMUSG00000060566","Rpl21-ps3"
"Basic","main.ribo","ENSMUSG00000060636","Rpl35a"
"Basic","main.ribo","ENSMUSG00000060739","Nsa2"
"Basic","main.ribo","ENSMUSG00000060899","Rpl21-ps11"
"Basic","main.ribo","ENSMUSG00000060938","Rpl26"
"Basic","main.ribo","ENSMUSG00000061024","Rrs1"
"Basic","main.ribo","ENSMUSG00000061032","Rrp1"
"Basic","main.ribo","ENSMUSG00000061167","Rpl15-ps3"
"Basic","main.ribo","ENSMUSG00000061477","Rps7"
"Basic","main.ribo","ENSMUSG00000061488","Rpl27a-ps1"
"Basic","main.ribo","ENSMUSG00000061684","Rpl21-ps8"
"Basic","main.ribo","ENSMUSG00000061787","Rps17"
"Basic","main.ribo","ENSMUSG00000061983","Rps12"
"Basic","main.ribo","ENSMUSG00000061988","Rpl10a-ps2"
"Basic","main.ribo","ENSMUSG00000062006","Rpl34"
"Basic","main.ribo","ENSMUSG00000062083","Rpl13a-ps1"
"Basic","main.ribo","ENSMUSG00000062152","Rpl21-ps14"
"Basic","main.ribo","ENSMUSG00000062328","Rpl17"
"Basic","main.ribo","ENSMUSG00000062456","Rpl9-ps6"
"Basic","main.ribo","ENSMUSG00000062582","Rpl30-ps8"
"Basic","main.ribo","ENSMUSG00000062611","Rps3a2"
"Basic","main.ribo","ENSMUSG00000062647","Rpl7a"
"Basic","main.ribo","ENSMUSG00000062896","Rpl31-ps11"
"Basic","main.ribo","ENSMUSG00000062997","Rpl35"
"Basic","main.ribo","ENSMUSG00000063001","Rps23-ps1"
"Basic","main.ribo","ENSMUSG00000063171","Rps4l"
"Basic","main.ribo","ENSMUSG00000063316","Rpl27"
"Basic","main.ribo","ENSMUSG00000063457","Rps15"
"Basic","main.ribo","ENSMUSG00000063875","Rps6-ps1"
"Basic","main.ribo","ENSMUSG00000063888","Rpl7l1"
"Basic","main.ribo","ENSMUSG00000064281","Rpl19-ps1"
"Basic","main.ribo","ENSMUSG00000064315","Rpl21-ps10"
"Basic","main.ribo","ENSMUSG00000064409","n-R5s40"
"Basic","main.ribo","ENSMUSG00000064414","n-R5s215"
"Basic","main.ribo","ENSMUSG00000064455","n-R5s56"
"Basic","main.ribo","ENSMUSG00000064467","n-R5s37"
"Basic","main.ribo","ENSMUSG00000064507","n-R5s94"
"Basic","main.ribo","ENSMUSG00000064508","n-R5s96"
"Basic","main.ribo","ENSMUSG00000064515","n-R5s162"
"Basic","main.ribo","ENSMUSG00000064519","n-R5s97"
"Basic","main.ribo","ENSMUSG00000064548","n-R5s65"
"Basic","main.ribo","ENSMUSG00000064554","n-R5s173"
"Basic","main.ribo","ENSMUSG00000064588","n-R5s74"
"Basic","main.ribo","ENSMUSG00000064617","n-R5s176"
"Basic","main.ribo","ENSMUSG00000064618","n-R5s95"
"Basic","main.ribo","ENSMUSG00000064631","n-R5s42"
"Basic","main.ribo","ENSMUSG00000064704","n-R5s180"
"Basic","main.ribo","ENSMUSG00000064714","n-R5s62"
"Basic","main.ribo","ENSMUSG00000064748","n-R5s28"
"Basic","main.ribo","ENSMUSG00000064770","n-R5s29"
"Basic","main.ribo","ENSMUSG00000064798","n-R5s193"
"Basic","main.ribo","ENSMUSG00000064857","n-R5s25"
"Basic","main.ribo","ENSMUSG00000064860","n-R5s220"
"Basic","main.ribo","ENSMUSG00000064906","n-R5s204"
"Basic","main.ribo","ENSMUSG00000064932","n-R5s36"
"Basic","main.ribo","ENSMUSG00000064959","n-R5s41"
"Basic","main.ribo","ENSMUSG00000065005","n-R5s79"
"Basic","main.ribo","ENSMUSG00000065030","n-R5s160"
"Basic","main.ribo","ENSMUSG00000065044","n-R5s169"
"Basic","main.ribo","ENSMUSG00000065055","n-R5s213"
"Basic","main.ribo","ENSMUSG00000065068","n-R5s5"
"Basic","main.ribo","ENSMUSG00000065070","n-R5s196"
"Basic","main.ribo","ENSMUSG00000065083","n-R5s205"
"Basic","main.ribo","ENSMUSG00000065102","n-R5s50"
"Basic","main.ribo","ENSMUSG00000065107","n-R5s88"
"Basic","main.ribo","ENSMUSG00000065233","n-R5s60"
"Basic","main.ribo","ENSMUSG00000065236","n-R5s197"
"Basic","main.ribo","ENSMUSG00000065275","n-R5s217"
"Basic","main.ribo","ENSMUSG00000065311","n-R5s156"
"Basic","main.ribo","ENSMUSG00000065385","n-R5s153"
"Basic","main.ribo","ENSMUSG00000065387","n-R5s85"
"Basic","main.ribo","ENSMUSG00000065466","n-R5s89"
"Basic","main.ribo","ENSMUSG00000065660","n-R5s170"
"Basic","main.ribo","ENSMUSG00000065662","n-R5s161"
"Basic","main.ribo","ENSMUSG00000065689","n-R5s7"
"Basic","main.ribo","ENSMUSG00000065691","n-R5s77"
"Basic","main.ribo","ENSMUSG00000065719","n-R5s12"
"Basic","main.ribo","ENSMUSG00000065758","n-R5s10"
"Basic","main.ribo","ENSMUSG00000065771","n-R5s54"
"Basic","main.ribo","ENSMUSG00000065806","n-R5s69"
"Basic","main.ribo","ENSMUSG00000065813","n-R5s3"
"Basic","main.ribo","ENSMUSG00000065823","n-R5s182"
"Basic","main.ribo","ENSMUSG00000065873","n-R5s183"
"Basic","main.ribo","ENSMUSG00000065882","n-R5s168"
"Basic","main.ribo","ENSMUSG00000065887","n-R5s185"
"Basic","main.ribo","ENSMUSG00000065893","n-R5s151"
"Basic","main.ribo","ENSMUSG00000065894","n-R5s46"
"Basic","main.ribo","ENSMUSG00000065922","n-R5-8s1"
"Basic","main.ribo","ENSMUSG00000066362","Rps13-ps1"
"Basic","main.ribo","ENSMUSG00000066389","Rpl31-ps1"
"Basic","main.ribo","ENSMUSG00000066489","Rpl26-ps2"
"Basic","main.ribo","ENSMUSG00000066543","Rpl17-ps9"
"Basic","main.ribo","ENSMUSG00000066629","Rpl36-ps3"
"Basic","main.ribo","ENSMUSG00000066902","Rps23-ps2"
"Basic","main.ribo","ENSMUSG00000067038","Rps12-ps3"
"Basic","main.ribo","ENSMUSG00000067058","Rps15a-ps5"
"Basic","main.ribo","ENSMUSG00000067147","Rpl7a-ps11"
"Basic","main.ribo","ENSMUSG00000067274","Rplp0"
"Basic","main.ribo","ENSMUSG00000067288","Rps28"
"Basic","main.ribo","ENSMUSG00000067344","Rps25-ps1"
"Basic","main.ribo","ENSMUSG00000067351","Rps15a-ps2"
"Basic","main.ribo","ENSMUSG00000067575","Rpl35a-ps3"
"Basic","main.ribo","ENSMUSG00000067870","Rpl31-ps8"
"Basic","main.ribo","ENSMUSG00000068396","Rpl34-ps1"
"Basic","main.ribo","ENSMUSG00000068579","Rpl7a-ps3"
"Basic","main.ribo","ENSMUSG00000068689","Rps19-ps9"
"Basic","main.ribo","ENSMUSG00000068969","Rpl32-ps"
"Basic","main.ribo","ENSMUSG00000069125","Rps24-ps2"
"Basic","main.ribo","ENSMUSG00000069862","Rps12-ps9"
"Basic","main.ribo","ENSMUSG00000069972","Rps13-ps2"
"Basic","main.ribo","ENSMUSG00000070150","n-R5s152"
"Basic","main.ribo","ENSMUSG00000070178","n-R5s71"
"Basic","main.ribo","ENSMUSG00000070192","n-R5s58"
"Basic","main.ribo","ENSMUSG00000070209","n-R5s27"
"Basic","main.ribo","ENSMUSG00000070219","n-R5s13"
"Basic","main.ribo","ENSMUSG00000070225","n-R5s33"
"Basic","main.ribo","ENSMUSG00000070667","Rpl31-ps10"
"Basic","main.ribo","ENSMUSG00000070692","Rps12-ps10"
"Basic","main.ribo","ENSMUSG00000070778","Rpl7a-ps8"
"Basic","main.ribo","ENSMUSG00000070896","Rpl23a-ps1"
"Basic","main.ribo","ENSMUSG00000071052","Rpl7a-ps5"
"Basic","main.ribo","ENSMUSG00000071141","Rpl36a-ps3"
"Basic","main.ribo","ENSMUSG00000071303","Rps8-ps1"
"Basic","main.ribo","ENSMUSG00000071415","Rpl23"
"Basic","main.ribo","ENSMUSG00000071419","Rps15-ps2"
"Basic","main.ribo","ENSMUSG00000071475","Rpl21-ps5"
"Basic","main.ribo","ENSMUSG00000072255","Rpl31-ps17"
"Basic","main.ribo","ENSMUSG00000072692","Rpl37rt"
"Basic","main.ribo","ENSMUSG00000072714","Rpl21-ps4"
"Basic","main.ribo","ENSMUSG00000073640","Rpl27-ps3"
"Basic","main.ribo","ENSMUSG00000073702","Rpl31"
"Basic","main.ribo","ENSMUSG00000074108","Rpl10-ps2"
"Basic","main.ribo","ENSMUSG00000074129","Rpl13a"
"Basic","main.ribo","ENSMUSG00000075279","Mrpl23-ps1"
"Basic","main.ribo","ENSMUSG00000075390","Rpl36-ps8"
"Basic","main.ribo","ENSMUSG00000075874","n-R5s1"
"Basic","main.ribo","ENSMUSG00000075918","n-R5s2"
"Basic","main.ribo","ENSMUSG00000075973","n-R5s64"
"Basic","main.ribo","ENSMUSG00000077156","n-R5s90"
"Basic","main.ribo","ENSMUSG00000077262","n-R5s165"
"Basic","main.ribo","ENSMUSG00000077283","n-R5s158"
"Basic","main.ribo","ENSMUSG00000077309","n-R5s8"
"Basic","main.ribo","ENSMUSG00000077316","n-R5s171"
"Basic","main.ribo","ENSMUSG00000077350","n-R5s31"
"Basic","main.ribo","ENSMUSG00000077382","n-R5s200"
"Basic","main.ribo","ENSMUSG00000077401","n-R5s82"
"Basic","main.ribo","ENSMUSG00000077437","n-R5s178"
"Basic","main.ribo","ENSMUSG00000077516","n-R5s219"
"Basic","main.ribo","ENSMUSG00000077524","n-R5s67"
"Basic","main.ribo","ENSMUSG00000077620","n-R5s9"
"Basic","main.ribo","ENSMUSG00000077661","n-R5s51"
"Basic","main.ribo","ENSMUSG00000077696","n-R5s172"
"Basic","main.ribo","ENSMUSG00000077705","n-R5s202"
"Basic","main.ribo","ENSMUSG00000077706","n-R5s72"
"Basic","main.ribo","ENSMUSG00000077743","n-R5s16"
"Basic","main.ribo","ENSMUSG00000077789","n-R5s26"
"Basic","main.ribo","ENSMUSG00000077802","n-R5s52"
"Basic","main.ribo","ENSMUSG00000078087","Rps12l1"
"Basic","main.ribo","ENSMUSG00000078126","Rpl23a-ps3"
"Basic","main.ribo","ENSMUSG00000079137","Rpl27-ps1"
"Basic","main.ribo","ENSMUSG00000079435","Rpl36a"
"Basic","main.ribo","ENSMUSG00000079641","Rpl39"
"Basic","main.ribo","ENSMUSG00000079942","Rpl28-ps3"
"Basic","main.ribo","ENSMUSG00000080006","Rps19-ps7"
"Basic","main.ribo","ENSMUSG00000080054","Rpl12-ps1"
"Basic","main.ribo","ENSMUSG00000080059","Rps19-ps3"
"Basic","main.ribo","ENSMUSG00000080731","Rps2-ps9"
"Basic","main.ribo","ENSMUSG00000080746","Rpsa-ps12"
"Basic","main.ribo","ENSMUSG00000080754","Rpl36-ps7"
"Basic","main.ribo","ENSMUSG00000080855","Rpl35-ps1"
"Basic","main.ribo","ENSMUSG00000080859","Rpl10-ps1"
"Basic","main.ribo","ENSMUSG00000080873","Rpl30-ps3"
"Basic","main.ribo","ENSMUSG00000080877","Rpl22-ps1"
"Basic","main.ribo","ENSMUSG00000080885","Rpl10-ps6"
"Basic","main.ribo","ENSMUSG00000080921","Rpl38-ps2"
"Basic","main.ribo","ENSMUSG00000081049","Rps24-ps3"
"Basic","main.ribo","ENSMUSG00000081076","Rpsa-ps4"
"Basic","main.ribo","ENSMUSG00000081087","Rps15a-ps7"
"Basic","main.ribo","ENSMUSG00000081094","Rpl19-ps11"
"Basic","main.ribo","ENSMUSG00000081103","Rps12-ps26"
"Basic","main.ribo","ENSMUSG00000081125","Rpl26-ps5"
"Basic","main.ribo","ENSMUSG00000081214","Rpl35a-ps2"
"Basic","main.ribo","ENSMUSG00000081229","Lamr1-ps1"
"Basic","main.ribo","ENSMUSG00000081318","Rpl36-ps1"
"Basic","main.ribo","ENSMUSG00000081323","Rpl7l1-ps1"
"Basic","main.ribo","ENSMUSG00000081378","Rps13-ps4"
"Basic","main.ribo","ENSMUSG00000081382","Rpl18-ps1"
"Basic","main.ribo","ENSMUSG00000081406","Rps6-ps4"
"Basic","main.ribo","ENSMUSG00000081429","Rps27-ps1"
"Basic","main.ribo","ENSMUSG00000081445","Rpl23a-ps4"
"Basic","main.ribo","ENSMUSG00000081461","Rpl30-ps11"
"Basic","main.ribo","ENSMUSG00000081565","Rps12-ps5"
"Basic","main.ribo","ENSMUSG00000081617","Rps13-ps7"
"Basic","main.ribo","ENSMUSG00000081625","Rps12-ps7"
"Basic","main.ribo","ENSMUSG00000081640","Rplp0-ps1"
"Basic","main.ribo","ENSMUSG00000081684","Rps2-ps13"
"Basic","main.ribo","ENSMUSG00000081695","Rpsa-ps5"
"Basic","main.ribo","ENSMUSG00000081715","Rps11-ps3"
"Basic","main.ribo","ENSMUSG00000081747","Rpl7a-ps9"
"Basic","main.ribo","ENSMUSG00000081855","Rpl17-ps5"
"Basic","main.ribo","ENSMUSG00000081895","Rpl17-ps10"
"Basic","main.ribo","ENSMUSG00000081906","Rpl9-ps1"
"Basic","main.ribo","ENSMUSG00000081925","Rpl31-ps22"
"Basic","main.ribo","ENSMUSG00000081929","Rps11-ps2"
"Basic","main.ribo","ENSMUSG00000081968","Rpl23a-ps2"
"Basic","main.ribo","ENSMUSG00000081979","Rps8-ps3"
"Basic","main.ribo","ENSMUSG00000082035","Rpl17-ps8"
"Basic","main.ribo","ENSMUSG00000082109","Rpl19-ps12"
"Basic","main.ribo","ENSMUSG00000082146","Rpl23a-ps13"
"Basic","main.ribo","ENSMUSG00000082171","Rpl27-ps2"
"Basic","main.ribo","ENSMUSG00000082193","Rpl5-ps1"
"Basic","main.ribo","ENSMUSG00000082465","Rps6-ps3"
"Basic","main.ribo","ENSMUSG00000082481","Rps12-ps19"
"Basic","main.ribo","ENSMUSG00000082508","Rpl15-ps4"
"Basic","main.ribo","ENSMUSG00000082532","Rpl31-ps6"
"Basic","main.ribo","ENSMUSG00000082621","Rpl7a-ps13"
"Basic","main.ribo","ENSMUSG00000082626","Rps13-ps5"
"Basic","main.ribo","ENSMUSG00000082641","Rpl30-ps5"
"Basic","main.ribo","ENSMUSG00000082716","Rpl31-ps5"
"Basic","main.ribo","ENSMUSG00000082732","Rpl23a-ps6"
"Basic","main.ribo","ENSMUSG00000082746","Rps12-ps1"
"Basic","main.ribo","ENSMUSG00000082749","Rpl9-ps2"
"Basic","main.ribo","ENSMUSG00000082780","Rps11-ps5"
"Basic","main.ribo","ENSMUSG00000082781","Rps19-ps14"
"Basic","main.ribo","ENSMUSG00000082804","Rpl17-ps1"
"Basic","main.ribo","ENSMUSG00000082806","Rpl13-ps1"
"Basic","main.ribo","ENSMUSG00000082874","Rpl15-ps1"
"Basic","main.ribo","ENSMUSG00000082895","Rpsa-ps9"
"Basic","main.ribo","ENSMUSG00000082964","Rpl13-ps5"
"Basic","main.ribo","ENSMUSG00000082978","Rpsa-ps11"
"Basic","main.ribo","ENSMUSG00000082987","Rps13-ps6"
"Basic","main.ribo","ENSMUSG00000082991","Rps10-ps3"
"Basic","main.ribo","ENSMUSG00000083022","Rps15a-ps6"
"Basic","main.ribo","ENSMUSG00000083113","Rpl10-ps4"
"Basic","main.ribo","ENSMUSG00000083192","Rpl31-ps12"
"Basic","main.ribo","ENSMUSG00000083326","Rpl38-ps1"
"Basic","main.ribo","ENSMUSG00000083411","Rpl30-ps10"
"Basic","main.ribo","ENSMUSG00000083424","Rpl35a-ps4"
"Basic","main.ribo","ENSMUSG00000083440","Rpl7a-ps12"
"Basic","main.ribo","ENSMUSG00000083470","Nsa2-ps2"
"Basic","main.ribo","ENSMUSG00000083481","Rps8-ps2"
"Basic","main.ribo","ENSMUSG00000083580","Rpsa-ps3"
"Basic","main.ribo","ENSMUSG00000083596","Rpl21-ps15"
"Basic","main.ribo","ENSMUSG00000083723","Rpl23a-ps14"
"Basic","main.ribo","ENSMUSG00000083757","Rps15a-ps4"
"Basic","main.ribo","ENSMUSG00000083786","Rps18-ps2"
"Basic","main.ribo","ENSMUSG00000083792","Rpl12-ps2"
"Basic","main.ribo","ENSMUSG00000083914","Rps18-ps1"
"Basic","main.ribo","ENSMUSG00000083988","Rps10-ps4"
"Basic","main.ribo","ENSMUSG00000084017","Rpl21-ps9"
"Basic","main.ribo","ENSMUSG00000084131","Rpl3-ps2"
"Basic","main.ribo","ENSMUSG00000084185","Rplp1-ps1"
"Basic","main.ribo","ENSMUSG00000084186","Rpl36-ps10"
"Basic","main.ribo","ENSMUSG00000084261","Rpl36a-ps4"
"Basic","main.ribo","ENSMUSG00000084314","Rps15a-ps3"
"Basic","main.ribo","ENSMUSG00000084345","Rpl17-ps4"
"Basic","main.ribo","ENSMUSG00000084349","Rpl3-ps1"
"Basic","main.ribo","ENSMUSG00000084373","Rps2-ps4"
"Basic","main.ribo","ENSMUSG00000084392","Rps29-ps"
"Basic","main.ribo","ENSMUSG00000084403","Rps15a-ps8"
"Basic","main.ribo","ENSMUSG00000084416","Rpl10a-ps1"
"Basic","main.ribo","ENSMUSG00000084431","n-R5s48"
"Basic","main.ribo","ENSMUSG00000084443","n-R5s214"
"Basic","main.ribo","ENSMUSG00000084444","n-R5s32"
"Basic","main.ribo","ENSMUSG00000084446","n-R5s207"
"Basic","main.ribo","ENSMUSG00000084457","n-R5s73"
"Basic","main.ribo","ENSMUSG00000084462","n-R5s154"
"Basic","main.ribo","ENSMUSG00000084465","n-R5s47"
"Basic","main.ribo","ENSMUSG00000084467","n-R5s24"
"Basic","main.ribo","ENSMUSG00000084472","n-R5s23"
"Basic","main.ribo","ENSMUSG00000084480","n-R5s155"
"Basic","main.ribo","ENSMUSG00000084492","n-R5s157"
"Basic","main.ribo","ENSMUSG00000084498","n-R5s98"
"Basic","main.ribo","ENSMUSG00000084513","n-R5s179"
"Basic","main.ribo","ENSMUSG00000084526","n-R5s192"
"Basic","main.ribo","ENSMUSG00000084532","n-R5s218"
"Basic","main.ribo","ENSMUSG00000084540","n-R5s84"
"Basic","main.ribo","ENSMUSG00000084541","n-R5s45"
"Basic","main.ribo","ENSMUSG00000084545","n-R5s80"
"Basic","main.ribo","ENSMUSG00000084548","n-R5s175"
"Basic","main.ribo","ENSMUSG00000084562","n-R5s39"
"Basic","main.ribo","ENSMUSG00000084571","n-R5s201"
"Basic","main.ribo","ENSMUSG00000084573","n-R5s30"
"Basic","main.ribo","ENSMUSG00000084574","n-R5s198"
"Basic","main.ribo","ENSMUSG00000084584","n-R5s15"
"Basic","main.ribo","ENSMUSG00000084587","n-R5s174"
"Basic","main.ribo","ENSMUSG00000084588","n-R5s68"
"Basic","main.ribo","ENSMUSG00000084595","n-R5s188"
"Basic","main.ribo","ENSMUSG00000084599","n-R5s70"
"Basic","main.ribo","ENSMUSG00000084602","n-R5s34"
"Basic","main.ribo","ENSMUSG00000084612","n-R5s6"
"Basic","main.ribo","ENSMUSG00000084613","n-R5s164"
"Basic","main.ribo","ENSMUSG00000084624","n-R5s189"
"Basic","main.ribo","ENSMUSG00000084630","n-R5s159"
"Basic","main.ribo","ENSMUSG00000084637","n-R5s14"
"Basic","main.ribo","ENSMUSG00000084641","n-R5s21"
"Basic","main.ribo","ENSMUSG00000084649","n-R5s76"
"Basic","main.ribo","ENSMUSG00000084654","n-R5s150"
"Basic","main.ribo","ENSMUSG00000084660","n-R5s61"
"Basic","main.ribo","ENSMUSG00000084673","n-R5s191"
"Basic","main.ribo","ENSMUSG00000084688","n-R5s43"
"Basic","main.ribo","ENSMUSG00000084689","n-R5s18"
"Basic","main.ribo","ENSMUSG00000084701","n-R5s87"
"Basic","main.ribo","ENSMUSG00000084704","n-R5s216"
"Basic","main.ribo","ENSMUSG00000084705","n-R5s63"
"Basic","main.ribo","ENSMUSG00000084718","n-R5s187"
"Basic","main.ribo","ENSMUSG00000084742","n-R5s19"
"Basic","main.ribo","ENSMUSG00000085718","Rpl9-ps3"
"Basic","main.ribo","ENSMUSG00000085791","Rpl30-ps9"
